Date,Rank,Title,Author,Publisher,Description
09-02-1956,14,A FAMILY PARTY,John O'Hara,Random House.,
09-02-1956,15,THE ROSEMARY TREE,Elizabeth Goudge,Coward-McC ann.,
09-02-1956,16,PEMMICAN,Vardis Fisher,Doubleday.,
09-16-1956,1,DON'T GO NEAR THE WATER,William Brinkley,Rand om House Inc.,
09-16-1956,2,THE LAST HURRAH,Edwin O'Connor,"Little, Brown and Co.",
09-16-1956,3,A CERTAIN SMILE,Francoise Sagan,"E. P. Dutton and Company, Inc.",
09-16-1956,4,THE MANDARINS,Simone de Beauvoir,World Publis hing Co.,
09-16-1956,5,A THING OF BEAUTY,A.J. Cronin,"Little, Brown.",
09-16-1956,6,A SINGLE PEBBLE,John Hersey,Alfred A. Knopf.,
09-16-1956,7,AUNTIE MAME,Patrick Dennis,Vanguard Press.,
09-16-1956,8,ANDERSONVILLE,MacKinlay Kantor,Cleveland: Wor ld Publishing.,
09-16-1956,9,THE NINTH WAVE,Eugene Burdick,Houghton Miffli n Company.,
09-16-1956,10,THE STRAIGHT AND NARROW PATH,Honor Tracy,Rand om House.,
09-16-1956,11,IMPERIAL WOMAN,Pearl S. Buck,John Day Company .,
09-16-1956,12,CHARMED CIRCLE,Susan Ertz,Harper and Brothers .,
09-16-1956,13,THE ROSEMARY TREE,Elizabeth Goudge,Coward-McC ann.,
09-16-1956,14,MADAME SOLARIO,Anonymous aka Gladys Huntington,Viking Books.,
09-16-1956,15,A WALK ON THE WILD SIDE,Nelson Algren,"Farrar,  Straus and Cudahy.",
09-16-1956,16,AFTERNOON OF AN AUTOCRAT,Norah Lofts,Doubleda y.,
01-17-2010,1,THE LOST SYMBOL,Dan Brown,"Doubleday,",
01-17-2010,2,THE HELP,Kathryn Stockett,"Amy Einhorn/Putna m,",
01-17-2010,3,"I, ALEX CROSS",James Patterson,"Little, Brown ,",
01-17-2010,4,SIZZLE,Julie Garwood,"Ballantine,",A fi lm student who witnessed a crime is aided by a handsome F.B
01-17-2010,5,FIRED UP,Jayne Ann Krentz,"Putnam,",
01-17-2010,6,THE HONOR OF SPIES,W. E. B. Griffin and Willi am E. Butterworth IV,,
01-17-2010,7,DEEPER THAN THE DEAD,Tami Hoag,"Dutton,",An F.B
01-17-2010,8,THE LAST SONG,Nicholas Sparks,"Grand Central ,",
01-17-2010,9,ALTAR OF EDEN,James Rollins,"Morrow/HarperCo llins,",
01-17-2010,10,UNDER THE DOME,Stephen King,"Scribner,",
01-17-2010,11,“U” IS FOR UNDERTOW,Sue Grafton,"Putnam,",
01-17-2010,12,PIRATE LATITUDES,Michael Crichton,"Harper/H arperCollins,",
01-17-2010,13,FORD COUNTY,John Grisham,"Doubleday,",
01-17-2010,14,"I, SNIPER",Stephen Hunter,"Simon & Schuster,",
01-17-2010,15,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,"Knopf,",
09-04-2011,1,THE OMEN MACHINE,Terry Goodkind,"Tor/Tom Doh erty,",
09-04-2011,2,A DANCE WITH DRAGONS,George R. R. Martin,"Ba ntam,",
09-04-2011,3,FULL BLACK,Brad Thor,"Atria,",
09-04-2011,4,THE HELP,Kathryn Stockett,"Amy Einhorn/Putna m,",
09-04-2011,5,COLD VENGEANCE,Douglas Preston and Lincoln Ch ild,"Grand Central,",
09-04-2011,6,GHOST STORY,Jim Butcher,"Roc,",
09-04-2011,7,THE IDEAL MAN,Julie Garwood,"Dutton,",A doctor who witnesses the shooting of an F.B
09-04-2011,8,PORTRAIT OF A SPY,Daniel Silva,"Harper/Harpe rCollins,",
09-04-2011,9,VICTORY AND HONOR,W.E.B. Griffin and William E. Butterworth IV,,
09-04-2011,10,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,"Knopf,",
09-04-2011,11,NOW YOU SEE HER,James Patterson and Michael Ledwidge,,
09-04-2011,12,STATE OF WONDER,Ann Patchett,"Harper/Harper Collins,",
09-04-2011,13,RULES OF CIVILITY,Amor Towles,"Viking,",
09-04-2011,14,THE PARIS WIFE,Paula McLain,"Ballantine,",
09-04-2011,15,THE MAGICIAN KING,Lev Grossman,"Viking,",
09-04-2011,16,STAR WARS-FATE OF THE JEDI-ASCENSION,Christi e Golden,,
06-30-1957,1,PEYTON PLACE,Grace Metalious,"Simon and Schust er, Inc.",
06-30-1957,2,THE SCAPEGOAT,Daphne du Maurier,Doubleday and  Co.,
06-30-1957,3,COMPULSION,Meyer Levin,Simon and Schuster.,
06-30-1957,4,THE LAST ANGRY MAN,Gerald Green,Charles Scrib ner's Sons.,
06-30-1957,5,BLUE CAMELLIA,Frances Parkinson Keyes,Julian Messner Inc.,
06-30-1957,6,SILVER SPOON,Edwin Gilbert,Lippencott.,
06-30-1957,7,THE SHORT REIGN OF PIPPIN IV,John Steinbeck,V iking.,
06-30-1957,8,THE TOWN,William Faulkner,Random House.,
06-30-1957,9,THE LADY,Conrad Richter,Alfred A. Knopf.,
06-30-1957,10,"FAR, FAR THE MOUNTAIN PEAK",John Masters,Vikin g Books.,
06-30-1957,11,THE WONDERFUL O.,James Thurber,Simon and Schu ster.,
06-30-1957,12,"SAY, DARLING",Richard Bissell,"Little, Brown an d Company.",
06-30-1957,13,THE WAPSHOT CHRONICLE,John Cheever,Harper and  Row.,
06-30-1957,14,THE PHILADELPHIAN,Richard Powell,Charles Scri bner's Sons.,
06-30-1957,15,THE TOWERS OF TREBIZOND,Rose Macaulay,"Farrar,  Straus and Cudahy.",
06-30-1957,16,THE FLOWER DRUM SONG,C.Y. Lee,"Farrar, Straus and Cudahy.",
07-20-1947,1,GENTLEMAN'S AGREEMENT,Laura Z. Hobson,Simon  & Schuster.,
07-20-1947,2,KINGSBLOOD ROYAL,Sinclair Lewis,Random Hous e.,
07-20-1947,3,THE VIXENS,Frank Yerby,Dial Press.,
07-20-1947,4,THE BIG SKY,A.B. Guthrie Jr,Pocket Books.,
07-20-1947,5,KNOCK ON ANY DOOR,Willard Motley,Appleton-C entury.,
07-20-1947,6,THERE WAS A TIME,Taylor Caldwell,Scribner.,
07-20-1947,7,THE MIRACLE OF THE BELLS,Russell Janney,Pre ntice Hall.,
07-20-1947,8,PRESIDENTIAL MISSION,Upton Sinclair,Viking.,
07-20-1947,9,MRS. MIKE,Benedict Freedman and Nancy Freedma n,Coward-McCann.,
07-20-1947,10,VERMILLION,Idwal Jones,Prentice-Hall.,
07-20-1947,11,THE STORY OF MRS. MURPHY,Natalie Anderson Scott ,,
07-20-1947,12,LYDIA BAILEY,Kenneth Roberts,Doubleday.,
07-20-1947,13,THE LEFT HAND IS THE DREAMER,Nancy Wilson Ross,,
07-20-1947,14,PEACE BREAKS OUT,Angela Thirkell,Knopf.,
07-20-1947,15,THE CHEQUER BOARD,Nevil Shute,Morrow.,
07-20-1947,16,MOON GAFFNEY,Harry Sylvester,Holt.,
01-03-2010,1,THE LOST SYMBOL,Dan Brown,"Doubleday,",
01-03-2010,2,"I, ALEX CROSS",James Patterson,"Little, Brown ,",
01-03-2010,3,UNDER THE DOME,Stephen King,"Scribner,",
01-03-2010,4,THE HELP,Kathryn Stockett,"Amy Einhorn/Putna m,",
01-03-2010,5,“U” IS FOR UNDERTOW,Sue Grafton,"Putnam,",
01-03-2010,6,PIRATE LATITUDES,Michael Crichton,"Harper/Ha rperCollins,",
01-03-2010,7,FORD COUNTY,John Grisham,"Doubleday,",
01-03-2010,8,THE LAST SONG,Nicholas Sparks,"Grand Central ,",
01-03-2010,9,THE CHRISTMAS SWEATER,Glenn Beck with Kevin B alfe and Jason Wright,,
01-03-2010,10,THE LACUNA,Barbara Kingsolver,"Harper/Harpe rCollins,",
01-03-2010,11,HALF BROKE HORSES,Jeannette Walls,"Scribner ,",
01-03-2010,12,BREATHLESS,Dean Koontz,"Bantam,",
01-03-2010,13,WOLF HALL,Hilary Mantel,"Holt,",
01-03-2010,14,THE GIRL WHO PLAYED WITH FIRE,Stieg Larsson,"Knopf,",
01-03-2010,15,PURSUIT OF HONOR,Vince Flynn,"Atria,",
01-03-2010,16,TRUE BLUE,David Baldacci,"Grand Central,",
12-12-2021,1,GO TELL THE BEES THAT I AM GONE,Diana Gabaldo n,Delacorte.,
12-12-2021,2,THE BECOMING,Nora Roberts,St. Martin's.,
12-12-2021,3,THE JUDGE'S LIST,John Grisham,Doubleday.,
12-12-2021,4,FEAR NO EVIL,James Patterson,"Little, Brown.",
12-12-2021,5,THE WISH,Nicholas Sparks,Grand Central.,
12-12-2021,6,THE STRANGER IN THE LIFEBOAT,Mitch Albom,Ha rper.,
12-12-2021,7,THE CHRISTMAS PROMISE,Richard Paul Evans,Ga llery.,
12-12-2021,8,FLYING ANGELS,Danielle Steel,Delacorte.,
12-12-2021,9,THE LINCOLN HIGHWAY,Amor Towles,Viking.,
12-12-2021,10,MERCY,David Baldacci,Grand Central.,
12-12-2021,11,THE DARK HOURS,Michael Connelly,"Little, Br own.",
12-12-2021,12,THE MIDNIGHT LIBRARY,Matt Haig,Viking.,
12-12-2021,13,CLOUD CUCKOO LAND,Anthony Doerr,Scribner.,
12-12-2021,14,STATE OF TERROR,Hillary Rodham Clinton and L ouise Penny,,
12-12-2021,15,BILLY SUMMERS,Stephen King,Scribner.,
04-09-2023,1,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleda y.,
04-09-2023,2,I WILL FIND YOU,Harlan Coben,Grand Central.,
04-09-2023,3,COUNTDOWN,James Patterson and Brendan DuBois,"Little, Brown.",
04-09-2023,4,HELLO BEAUTIFUL,Ann Napolitano,Dial.,
04-09-2023,5,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabriell e Zevin,,
04-09-2023,6,PINEAPPLE STREET,Jenny Jackson,Pamela Dorma n.,
04-09-2023,7,THE WHITE LADY,Jacqueline Winspear,Harper.,
04-09-2023,8,STORM WATCH,C.J. Box,Putnam.,
04-09-2023,9,DEMON COPPERHEAD,Barbara Kingsolver,Harper.,
04-09-2023,10,SMOLDER,Laurell K. Hamilton,Berkley.,"The 29th book in the Anita Blake, Vampire Hunter series"
04-09-2023,11,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco.,
04-09-2023,12,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dor man.,
04-09-2023,13,I HAVE SOME QUESTIONS FOR YOU,Rebecca Makkai ,Viking.,
04-09-2023,14,WORTHY OPPONENTS,Danielle Steel,Delacorte.,
04-09-2023,15,MAD HONEY,Jodi Picoult and Jennifer Finney B oylan,Ballantine.,
04-11-1982,1,THE PARSIFAL MOSAIC,Robert Ludlum,"Random Ho use,",
04-11-1982,2,NORTH AND SOUTH,John Jakes,"Harcourt Brace J ovanovich,",
04-11-1982,3,A GREEN DESIRE,Anton Myrer,"Putnam's,",
04-11-1982,4,AN INDECENT OBSESSION,Colleen McCullough,"Ha rper & Row,",
04-11-1982,5,THE DEAN'S DECEMBER,Saul Bellow,"Harper & Ro w,",
04-11-1982,6,SPRING MOON,Bette Bao Lord,"Harper & Row,",
04-11-1982,7,FEVER,Robin Cook,"Putnam's,",
04-11-1982,8,"MARCO POLO, IF YOU CAN",William F. Buckley Jr,"Doubleday,",Blackford Oakes's quest for a mole in the C.I
04-11-1982,9,A MOTHER AND TWO DAUGHTERS,Gail Godwin,"Viki ng,",
04-11-1982,10,THE HOTEL NEW HAMPSHIRE,John Irving,"Dutton /Henry Robbins,",
04-11-1982,11,THE MOSQUITO COAST,Paul Theroux,"Houghton M ifflin,",
04-11-1982,12,HAPPY TO BE HERE,Garrison Keillor,"Atheneum ,",
04-11-1982,13,"GO SLOWLY, COME BACK QUICKLY",David Niven,"D oubleday,",
04-11-1982,14,THY BROTHER'S WIFE,Andrew M. Greeley,"Warne r/Geis,",
04-11-1982,15,DINNER AT THE HOMESICK RESTAURANT,Anne Tyler ,"Knopf,",
07-13-1942,1,AND NOW TOMORROW,Rachel Field,Macmillan.,
07-13-1942,2,THE SONG OF BERNADETTE,Franz Werfel,Viking.,
07-13-1942,3,UNTIL THE DAY BREAK,Louis Bromfield,Harper.,
07-13-1942,4,THE HOUR BEFORE THE DAWN,W. Somerset Maugham,,
07-13-1942,5,THE MOON IS DOWN,John Steinbeck,Viking.,
08-09-1943,1,THE ROBE,Lloyd C. Douglas,Houghton Mifflin.,
08-09-1943,2,HUNGRY HILL,Daphne du Maurier,"Doubleday, Do ran.",
08-09-1943,3,THE VALLEY OF DECISION,Marcia Davenport,Scr ibner.,
08-09-1943,4,CENTENNIAL SUMMER,Albert E. Idell,Holt.,
08-09-1943,5,CAPRICORNIA,Xavier Herbert,Appleton-Century .,
09-04-2005,1,CHILL FACTOR,Sandra Brown,"Simon & Schuster,",
09-04-2005,2,THE DA VINCI CODE,Dan Brown,"Doubleday,",
09-04-2005,3,THE HISTORIAN,Elizabeth Kostova,"Little, Bro wn,",
09-04-2005,4,LIFEGUARD,James Patterson and Andrew Gross,"Little, Brown,",
09-04-2005,5,SWEETWATER CREEK,Anne Rivers Siddons,"Harper Collins,",
09-04-2005,6,THE MERMAID CHAIR,Sue Monk Kidd,"Viking,",
09-04-2005,7,THE UNDOMESTIC GODDESS,Sophie Kinsella,"Dial ,",
09-04-2005,8,THE INTERRUPTION OF EVERYTHING,Terry McMillan ,"Viking,",
09-04-2005,9,NO COUNTRY FOR OLD MEN,Cormac McCarthy,"Knop f,",
09-04-2005,10,UNTIL I FIND YOU,John Irving,"Random House,",
09-04-2005,11,DOUBLE TAP,Steve Martini,"Putnam,",
09-04-2005,12,MATCH ME IF YOU CAN,Susan Elizabeth Phillips ,"Morrow,",
09-04-2005,13,LUNAR PARK,Brett Easton Ellis,"Knopf,",
09-04-2005,14,THE FIVE PEOPLE YOU MEET IN HEAVEN,Mitch Alb om,"Hyperion,",
09-04-2005,15,PIRATE,Ted Bell,"Atria,",
02-27-1933,1,ANN VICKERS,Sinclair Lewis,"Doubleday, Doran .",
02-27-1933,2,PAGEANT,G. B. Lancaster,Century.,
02-27-1933,3,THE KENNEL MURDER CASE,S. S. Van Dine,Scrib ner.,
10-22-2017,1,ORIGIN,Dan Brown,Doubleday.,
10-22-2017,2,SLEEPING BEAUTIES,Stephen King and Owen King,Scribner.,
10-22-2017,3,MANHATTAN BEACH,Jennifer Egan,Scribner.,
10-22-2017,4,A COLUMN OF FIRE,Ken Follett,Viking.,
10-22-2017,5,DON'T LET GO,Harlan Coben,Dutton.,
10-22-2017,6,THE GIRL WHO TAKES AN EYE FOR AN EYE,David La gercrantz,Knopf.,
10-22-2017,7,THE CUBAN AFFAIR,Nelson DeMille,Simon & Sch uster.,
10-22-2017,8,MERRY AND BRIGHT,Debbie Macomber,Ballantine .,
10-22-2017,9,HAUNTED,James Patterson and James O. Born,"L ittle, Brown.",
10-22-2017,10,LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin  Press.,
10-22-2017,11,TO BE WHERE YOU ARE,Jan Karon,Putnam.,
10-22-2017,12,STAR WARS: FROM A CERTAIN POINT OF VIEW,vari ous authors,,
10-22-2017,13,WINTER SOLSTICE,Elin Hilderbrand,"Little, B rown.",
10-22-2017,14,A LEGACY OF SPIES,John le Carré,Viking.,
10-22-2017,15,ENEMY OF THE STATE,Kyle Mills,Atria/Emily Bestler.,
03-09-1975,1,CENTENNIAL,James Michener,"Random House,",
03-09-1975,2,"THE SEVEN-PER-CENT SOLUTION, edited by Nicholas M eyer.  (Dutton, $6.95.)",,,
03-09-1975,3,SOMETHING HAPPENED,Joseph Heller,"Knopf,",
03-09-1975,4,LADY,Thomas Tryon,"Knopf,",
03-09-1975,5,THE EBONY TOWER,John Fowles,"Little, Brown,",
03-09-1975,6,THE PIRATE,Harold Robbins,"Simon & Schuster ,",
03-09-1975,7,HARLEQUIN,Morris West,"Morrow,",
03-09-1975,8,"TINKER, TAILOR, SOLDIER, SPY",John le Carré,"Knopf,",
03-09-1975,9,THE DOGS OF WAR,Frederick Forsyth,"Viking,",
03-09-1975,10,THE UNDERSTUDY,Elia Kazan,"Stein and   Day,",
01-18-2015,1,ALL THE LIGHT WE CANNOT SEE,Anthony Doerr,S cribner.,
01-18-2015,2,GRAY MOUNTAIN,John Grisham,Doubleday.,
01-18-2015,3,HOPE TO DIE,James Patterson,"Little, Brown.",
01-18-2015,4,THE ESCAPE,David Baldacci,Grand Central.,
01-18-2015,5,DIE AGAIN,Tess Gerritsen,Ballantine.,
01-18-2015,6,REVIVAL,Stephen King,Scribner.,
01-18-2015,7,THE ASSASSINATION OPTION,W. E. B. Griffin and  William E. Butterworth IV,,
01-18-2015,8,TOM CLANCY: FULL FORCE AND EFFECT,Mark Greane y,Putnam.,
01-18-2015,9,RAIN ON THE DEAD,Jack Higgins,Putnam.,
01-18-2015,10,LEAVING TIME,Jodi Picoult,Ballantine.,
01-18-2015,11,NO FORTUNATE SON,Brad Taylor,Dutton.,
01-18-2015,12,STATION ELEVEN,Emily St. John Mandel,Knopf .,
01-18-2015,13,THE BURNING ROOM,Michael Connelly,"Little, Brown.",
01-18-2015,14,THE BOSTON GIRL,Anita Diamant,Scribner.,
01-18-2015,15,THE GOLDFINCH,Donna Tartt,"Little, Brown.",
01-18-2015,16,THE ROSIE EFFECT,Graeme Simsion,Simon & Sc huster.,
04-25-1932,1,MAGNOLIA STREET,Louis Golding,Farrar & Rine hart.,
04-25-1932,2,BRIGHT SKIN,Julia Peterkin,"Bobbs, Merrill.",
04-25-1932,3,BRAVE NEW WORLD,Aldous Huxley,"Doubleday, Do ran.",
02-13-1983,1,SPACE,James A. Michener,"Random House,",
02-13-1983,2,MISTRAL'S DAUGHTER,Judith Krantz,"Crown,",
02-13-1983,3,2010: ODYSSEY TWO,Arthur C. Clarke,"Ballanti ne/Del Rey,",
02-13-1983,4,MASTER OF THE GAME,Sidney Sheldon,"Morrow,",
02-13-1983,5,THE VALLEY OF HORSES,Jean M. Auel,"Crown,",
02-13-1983,6,FOUNDATION'S EDGE,Isaac Asimov,"Doubleday,",
02-13-1983,7,E.T. THE EXTRA-TERRESTRIAL STORYBOOK,William Kotzwinkle,,
02-13-1983,8,"LIFE, THE UNIVERSE AND EVERYTHING",Douglas Ada ms,,
02-13-1983,9,"GOODBYE, MICKEY MOUSE",Len Deighton,"Knopf,",
02-13-1983,10,CROSSINGS,Danielle Steel,"Delacorte,",
02-13-1983,11,DIFFERENT SEASONS,Stephen King,"Viking,",
02-13-1983,12,LIFE SENTENCES,Elizabeth Forsythe Hailey,"D elacorte,",
02-13-1983,13,DEADEYE DICK,Kurt Vonnegut,"Delacorte/Seymo ur Lawrence,",
02-13-1983,14,FLOATING DRAGON,Peter Straub,"Coward, McCan n & Geoghegan,",
02-13-1983,15,SECOND HEAVEN,Judith Guest,"Viking,",
10-24-1999,1,HARRY POTTER AND THE PRISONER OF AZKABAN,J. K . Rowling,,
10-24-1999,2,HARRY POTTER AND THE CHAMBER OF SECRETS,J. K.  Rowling,,
10-24-1999,3,HARRY POTTER AND THE SORCERER'S STONE,J. K. R owling,,
10-24-1999,4,PERSONAL INJURIES,Scott Turow,"Farrar, Strau s & Giroux,",A crooked lawyer joins forces with an F.B
10-24-1999,5,HEARTS IN ATLANTIS,Stephen King,"Scribner,",
10-24-1999,6,A WALK TO REMEMBER,Nicholas Sparks,"Warner,",
10-24-1999,7,TARA ROAD,Maeve Binchy,"Delacorte,",
10-24-1999,8,SECOND WIND,Dick Francis,"Putnam,",
10-24-1999,9,THE LOOKING GLASS,Richard Paul Evans,"Simon & Schuster,",
10-24-1999,10,ASSASSINS,Tim LaHaye and Jerry B. Jenkins,"Tyndale,",
10-24-1999,11,THE NEW JEDI ORDER: Vector Prime,R. A. Salva tore,,
10-24-1999,12,THE ALIBI,Sandra Brown,"Warner,",
10-24-1999,13,DUNE: House Atreides,Brian Herbert and Kevin  J. Anderson,,
10-24-1999,14,BIG TROUBLE,Dave Barry,"Putnam,",
10-24-1999,15,HARD TIME,Sara Paretsky,"Delacorte,",V
10-24-1999,16,BLACK NOTICE,Patricia Cornwell,"Putnam,",
01-11-1943,1,THE ROBE,Lloyd C. Douglas,Houghton Mifflin.,
01-11-1943,2,THE VALLEY OF DECISION,Marcia Davenport,Scr ibner.,
01-11-1943,3,THE SONG OF BERNADETTE,Franz Werfel,Viking.,
01-11-1943,4,THE PRODIGAL WOMEN,Nancy Hale,Scribner.,
01-11-1943,5,MRS. PARKINGTON,Louis Bromfield,Harper.,
09-08-2019,1,WHERE THE CRAWDADS SING,Delia Owens,Putnam.,
09-08-2019,2,OLD BONES,Douglas Preston and Lincoln Child,Grand Central.,
09-08-2019,3,THE INN,James Patterson and Candice Fox,"Lit tle, Brown.",
09-08-2019,4,ONE GOOD DEED,David Baldacci,Grand Central.,
09-08-2019,5,THE NICKEL BOYS,Colson Whitehead,Doubleday.,
09-08-2019,6,THE TURN OF THE KEY,Ruth Ware,Scout.,
09-08-2019,7,THE LAST WIDOW,Karin Slaughter,Morrow.,
09-08-2019,8,THE BITTERROOTS,C.J. Box,Minotaur.,
09-08-2019,9,INLAND,Téa Obreht,Random House.,
09-08-2019,10,THE WHISPER MAN,Alex North,Celadon.,
09-08-2019,11,OUTFOX,Sandra Brown,Grand Central.,F.B
09-08-2019,12,THE SILENT PATIENT,Alex Michaelides,Celado n.,
09-08-2019,13,TIDELANDS,Philippa Gregory,Atria.,
09-08-2019,14,EVVIE DRAKE STARTS OVER,Linda Holmes,Balla ntine.,
09-08-2019,15,"ASK AGAIN, YES",Mary Beth Keane,Scribner.,
01-21-1996,1,THE HORSE WHISPERER,Nicholas Evans,"Delacort e,",
01-21-1996,2,FIVE DAYS IN PARIS,Danielle Steel,"Delacorte ,",
01-21-1996,3,SHOCK WAVE,Clive Cussler,"Simon & Schuster,",
01-21-1996,4,THE LOST WORLD,Michael Crichton,"Knopf,",
01-21-1996,5,THE WEB,Jonathan Kellerman,"Bantam,",
01-21-1996,6,HIDE & SEEK,James Patterson,"Little, Brown,",
01-21-1996,7,THE CHRISTMAS BOX,Richard Paul Evans,"Simon & Schuster,",
01-21-1996,8,THE CELESTINE PROPHECY,James Redfield,"Warne r,",
01-21-1996,9,INTENSITY,Dean Koontz,"Knopf,",
01-21-1996,10,THE FINAL JUDGMENT,Richard North Patterson,"Knopf,",
01-21-1996,11,THE JUDGE,Steve Martini,"Putnam,",
01-21-1996,12,BEHIND THE LINES,W. E. B. Griffin,"Putnam,",
01-21-1996,13,THE HUNDRED SECRET SENSES,Amy Tan,"Putnam,",
01-21-1996,14,SILENT NIGHT,Mary Higgins Clark,"Simon & Sc huster,",
01-21-1996,15,"THE CHILDREN'S BOOK OF VIRTUES, edited by Willia m J. Bennett. Illustrated",,,
06-07-1937,1,THE OUTWARD ROOM,Millen Brand,Simon & Schus ter.,
06-07-1937,2,THE YEARS,Virginia Woolf,"Harcourt, Brace.",
06-07-1937,3,I CAN GET IT FOR YOU WHOLESALE,Jerome Weldman,,
06-07-1937,4,GONE WITH THE WIND,Margaret Mitchell,Macmil lan.,
06-07-1937,5,PARADISE,Esther Forbes,"Harcourt, Brace.",
06-07-1937,6,DRUMS ALONG THE MOHAWK,Walter D. Edmonds,"Li ttle, Brown.",
06-07-1937,7,THEATRE,Somerset Maugham,"Doubleday, Doran.",
06-07-1937,8,THE WIND FROM THE MOUNTAINS,Trygve Gulbransse n,Putnam.,
06-21-2009,1,SKIN TRADE,Laurell K. Hamilton,"Berkley,",
06-21-2009,2,MEDUSA,Clive Cussler and Paul Kemprecos,"Put nam,",
06-21-2009,3,THE SCARECROW,Michael Connelly,"Little, Brow n,",
06-21-2009,4,SHANGHAI GIRLS,Lisa See,"Random House,",
06-21-2009,5,MATTERS OF THE HEART,Danielle Steel,"Delacor te,",
06-21-2009,6,GONE TOMORROW,Lee Child,"Delacorte,",
06-21-2009,7,DEAD AND GONE,Charlaine Harris,"Ace,",
06-21-2009,8,THE 8TH CONFESSION,James Patterson and Maxine  Paetro,,
06-21-2009,9,THE STRAIN,Guillermo del Toro and Chuck Hogan ,"William Morrow,",
06-21-2009,10,WICKED PREY,John Sandford,"Putnam,",
06-21-2009,11,THE HOST,Stephenie Meyer,"Little, Brown,",
06-21-2009,12,FIRST FAMILY,David Baldacci,"Grand Central,","Former Secret Service agents, now P"
06-21-2009,13,CEMETERY DANCE,Douglas Preston and Lincoln C hild,,
06-21-2009,14,UNDEAD AND UNWELCOME,MaryJanice Davidson,,
06-21-2009,15,THE HELP,Kathryn Stockett,"Amy Einhorn/Putn am,",
08-11-1996,1,CAUSE OF DEATH,Patricia Cornwell,"Putnam,",
08-11-1996,2,THE RUNAWAY JURY,John Grisham,"Doubleday,",
08-11-1996,3,THE LAST DON,Mario Puzo,"Random House,",
08-11-1996,4,FALLING UP,Shel Silverstein,"HarperCollins,",
08-11-1996,5,THE CELESTINE PROPHECY,James Redfield,"Warne r,",
08-11-1996,6,THE TENTH INSIGHT,James Redfield,"Warner,",
08-11-1996,7,HOW STELLA GOT HER GROOVE BACK,Terry McMillan ,"Viking,",
08-11-1996,8,EXCLUSIVE,Sandra Brown,"Warner,",
08-11-1996,9,GODS AND GENERALS,Jeff Shaara,"Ballantine,",
08-11-1996,10,LILY WHITE,Susan Isaacs,"HarperCollins,",
08-11-1996,11,PRIMARY COLORS,Anonymous,"Random House,",
08-11-1996,12,THE WEDDING,Julie Garwood,"Pocket,",
08-11-1996,13,I WAS AMELIA EARHART,Jane Mendelsohn,"Knopf ,",
08-11-1996,14,CADILLAC JUKEBOX,James Lee Burke,"Hyperion,",
08-11-1996,15,A CROWN OF SWORDS,Robert Jordan,"Tor/Dohert y,",
04-21-1957,1,THE SCAPEGOAT,Daphne du Maurier,Doubleday and  Co.,
04-21-1957,2,PEYTON PLACE,Grace Metalious,"Simon and Schust er, Inc.",
04-21-1957,3,BLUE CAMELLIA,Frances Parkinson Keyes,Julian Messner Inc.,
04-21-1957,4,COMPULSION,Meyer Levin,Simon and Schuster.,
04-21-1957,5,THE PHILADELPHIAN,Richard Powell,Charles Scri bner's Sons.,
04-21-1957,6,THE LAST ANGRY MAN,Gerald Green,Charles Scrib ner's Sons.,
04-21-1957,7,THE FALL,Albert Camus,Alfred A. Knopf.,
04-21-1957,8,"SAY, DARLING",Richard Bissell,"Little, Brown an d Company.",
04-21-1957,9,THE WAPSHOT CHRONICLE,John Cheever,Harper and  Row.,
04-21-1957,10,A LEGACY,Sybille Bedford,Simon and Schuster.,
04-21-1957,11,STOPOVER: TOKYO,John P. Marquand,"Little, Brow n and Co.",
04-21-1957,12,AUNTIE MAME,Patrick Dennis,Vanguard Press.,
04-21-1957,13,THE FOUNTAIN OVERFLOWS,Rebecca West,Viking Pr ess.,
04-21-1957,14,TWILIGHT FOR THE GODS,Ernest Gann,William Slo ane Associates.,
04-21-1957,15,MANDINGO,Kyle Onstott,R. Denlinger.,
04-21-1957,16,CHALLENGE TO VENUS,Charles Morgan,Macmillan.,
08-16-1937,1,NORTHWEST PASSAGE,Kenneth Roberts,"Doubleday , Doran.",
08-16-1937,2,AND SO - VICTORIA,Vaughan Wilkins,Macmillan .,
08-16-1937,3,AMERICAN DREAM,Michael Foster,Morrow.,
08-16-1937,4,THE YEARS,Virginia Woolf,"Harcourt, Brace.",
08-16-1937,5,THE OUTWARD ROOM,Millen Brand,Simon & Schus ter.,
08-16-1937,6,THEATRE,Somerset Maugham,"Doubleday, Doran.",
08-16-1937,7,THE ANOINTED,Clyde Brion Davis,Farrar & Rin ehart.,
09-21-1936,1,GONE WITH THE WIND,Margaret Mitchell,Macmil lan.,
09-21-1936,2,DRUMS ALONG THE MOHAWK,Walter D. Edmonds,"Li ttle, Brown.",
09-21-1936,3,EYEGLASS IN GAZA,Aldous Huxley,Harper.,
09-21-1936,4,THE AMERICAN FLAGGS,Kathleen Norris,"Doubled ay, Doran.",
